source_file_symbol,date,symbol,Series,Prev Close,open,high,low,Last,close,vwap,volume,turnover,trades,deliverable_volume,deliverable_pct,company,industry,nifty_close,nifty_ret_1d,vix_close,ret_1d,ret_5d,ret_21d,ret_63d,vol_20d,vol_60d,sma20_gap,sma50_gap,ema12_26_gap,macd,rsi_14,bollinger_z,atr_14,volume_z_20,turnover_z_20,drawdown,beta_252,target_return_21d,target_up_21d,symbol_code,industry_code,forecast_return_21d,forecast_up_probability,forecast_annualized,annual_return,volatility,sharpe,sortino,max_drawdown,calmar,quality_score,raw_score,weight,profile
RELIANCE,2021-04-30,RELIANCE,EQ,2024.05,2008.5,2036.0,1987.55,1995.9,1994.5,2010.2,9150974,1839532117510000.0,288687.0,3902504.0,0.4265,Reliance Industries Ltd.,ENERGY,14631.1,-0.017710760058812003,23.03,-0.014599441713396333,0.047338987055950854,-7.520116311132696e-05,0.02756311179804216,0.22641258823157004,0.27761718194357937,0.015855391495235516,-0.021805713792465875,-0.00718683060553249,-14.259896843362185,48.34123222748816,0.7100328223414587,0.02082512624001719,0.8129978817459391,0.9395406015145913,-0.3807535277954577,0.860812874712786,,0,35,4,0.016745825712098844,0.48165621302350586,0.22053089425471506,0.3965619857858078,0.3177025793528613,1.2482177091340518,1.8605623620130594,-0.2076100750682922,1.9101288107302157,0.446938775510204,0.29953115488275933,0.04431195249863436,Balanced
HEROMOTOCO,2021-04-30,HEROMOTOCO,EQ,2860.1,2834.8,2860.0,2805.0,2818.0,2819.15,2833.08,670258,189889696575000.0,50970.0,302022.0,0.4506,Hero MotoCorp Ltd.,AUTOMOBILE,14631.1,-0.017710760058812003,23.03,-0.014317681199958021,-0.015677100609277073,-0.040387364694669525,-0.18872213988690478,0.3043232731330451,0.31584167686649156,-0.02003792414822747,-0.10029472636085546,-0.0235579829057303,-69.32687960313933,41.12659982065704,-1.1996866355339828,0.032574408192945686,-0.8458481479130655,-0.8740155178033906,-0.30373306659751287,0.881514372384665,,0,18,0,0.015769439177846768,0.5239377351275127,0.20653995444692508,0.45085173176881943,0.3479964016672048,1.2955643495416858,1.9549635108083934,-0.22278180803571435,2.0237367482740916,0.5795918367346939,0.2198182937320661,0.03956304595300447,Balanced
BRITANNIA,2021-04-30,BRITANNIA,EQ,3468.9,3460.0,3468.35,3437.0,3444.8,3449.0,3450.52,436187,150507126350000.0,34606.0,208365.0,0.4777,Britannia Industries Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.005736688863904993,-0.05514615237103804,-0.015864863322490375,-0.04553693736076714,0.22230078755369814,0.2079218997098457,-0.06018597363670419,-0.024591934967516438,-0.005131915504861584,-18.480566918002296,16.33867276887878,-1.8554933459324952,0.024156070082425533,-0.6140756936160426,-0.7188646014325583,-0.5001557937146294,0.31018037082822064,,0,8,3,0.012959913102863437,0.4935271755737914,0.16709741476389883,0.07985409915621755,0.21862718643635215,0.3652523753237115,0.5177420423091542,-0.16357199352189988,0.4881893130777688,0.4122448979591836,0.17855087132111647,0.03710453261425791,Balanced
KOTAKBANK,2021-04-30,KOTAKBANK,EQ,1805.0,1780.0,1802.0,1739.45,1743.75,1748.8,1775.65,2621783,465536404165000.0,105233.0,1075787.0,0.4103,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.031135734072022192,0.008418867489332182,-0.012563168741706932,-0.025412394115024606,0.3200593774993706,0.33582224425601637,-0.00803053959043254,-0.04790266917176578,-0.009601372623421534,-17.110694681494806,45.5031980159248,-0.4441359325278434,0.0336067180760685,-1.102462696801161,-1.0672706849089622,-0.1341073948456416,1.1566977282357052,,0,27,6,0.018991821124231395,0.5026926818647517,0.2532807762416691,0.3182075151697872,0.34611981559663296,0.9193565373345319,1.6218819169099943,-0.17945033893309748,1.7732344060292973,0.510204081632653,0.1364989303127932,0.034599281453678646,Balanced
ITC,2021-04-30,ITC,EQ,204.3,203.9,205.7,202.0,202.4,202.6,203.73,16495657,336064882550000.0,124300.0,8268973.0,0.5013000000000001,ITC Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.008321096426823327,-0.013391770148526883,-0.039355144618302584,-0.025024061597690217,0.22212526861771348,0.2985122488725037,-0.02970510410555438,-0.0389951665156697,-0.011839209407404572,-2.467929436429074,28.7425149700598,-1.2318076875957868,0.018562262022281728,-0.5187523220422713,-0.5616185640456859,-0.8955723931756095,0.5960934836426104,,0,25,3,0.016599941659582135,0.49872873486558456,0.21843107095563363,0.1290052939537476,0.29007978204747614,0.44472349311346987,0.7186489987583954,-0.21055167429535016,0.6127013446247223,0.5010204081632653,0.09517178073126434,0.03213720985912215,Balanced
DRREDDY,2021-04-30,DRREDDY,EQ,5102.3,5140.0,5211.0,5125.15,5169.0,5163.1,5170.81,1306950,675798491585000.0,80394.0,398563.0,0.305,Dr. Reddy's Laboratories Ltd.,PHARMA,14631.1,-0.017710760058812003,23.03,0.011916194657311419,0.01902619061716715,0.171833862914208,0.015878325200692656,0.3128764702281324,0.3008106362738939,0.05628338861341198,0.11425524173237744,0.03133903561868445,152.36401977957485,69.36241473675611,1.2335011111067666,0.03372420223730479,-0.2505925626298882,-0.190075583933578,-0.04683577019642593,0.24389844437353786,,0,11,10,-0.16609256210622808,0.5228500790512626,-0.886912612932454,0.30719665801632967,0.2980055041950488,1.030842228388054,1.8165150940150387,-0.22228068232166565,1.382021392087419,0.4102040816326531,-0.43426796664138223,0.0005957516111048018,Balanced
JSWSTEEL,2021-04-30,JSWSTEEL,EQ,726.5,719.6,740.0,711.45,713.7,717.85,723.92,36449711,2638674981045000.0,376696.0,3416355.0,0.0936999999999999,JSW Steel Ltd.,METALS,14631.1,-0.017710760058812003,23.03,-0.011906400550585006,0.12976078061063911,0.6124213836477987,0.8769773826644007,0.5537740774510935,0.44906782207107826,0.17163655355889618,0.44452314738422305,0.10144261934828092,60.05703728893434,75.802039293708,1.5986668898131686,0.04042826296779072,0.5614092203369501,0.9091291551539457,-0.6145875278516013,1.2206230569478569,,0,26,9,0.0562782941258344,0.5233455702913624,0.9290356985950816,3.503450439146796,0.4039504208006912,8.672971381493857,13.856818890825739,-0.11877982276755239,29.4953331089146,0.833673469387755,3.7102577227530817,0.22000000000000003,Aggressive
GRASIM,2021-04-30,GRASIM,EQ,1350.7,1342.0,1407.4,1333.0,1401.1,1401.75,1386.13,3261678,452111640235000.06,87943.0,1445017.0,0.443,Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,14631.1,-0.017710760058812003,23.03,0.037795217294736005,0.09674516860965499,-0.0027390438247011373,0.31035288618836177,0.3161980193543473,0.3255525609758651,0.01898766383402517,0.042254526474045706,-0.0026564264328823306,-3.5990811887304517,43.403523850451236,0.4365625545993343,0.03652322352161842,2.0728756946041056,2.2407092009395235,-0.7348234047785702,0.9484829459046802,,0,14,1,0.04626098672936645,0.5209708045487781,0.7206018215286163,1.817871142828427,0.33176879972518375,5.4793312220264125,9.170959401401568,-0.12127878996218666,14.989192614761564,0.8336734693877551,2.5004067299112203,0.13191185995847335,Aggressive
HINDALCO,2021-04-30,HINDALCO,EQ,372.15,368.9,377.0,361.3,363.65,364.4,368.96,19935239,735537367830000.0,149528.0,4268054.0,0.2141,Hindalco Industries Ltd.,METALS,14631.1,-0.017710760058812003,23.03,-0.020824936181647158,0.0426323319027182,0.1138621427479749,0.5164377861007072,0.5028945138785266,0.463937460464674,0.02576372810505334,0.07253440704505598,0.02474772397769054,8.671785936516358,49.675587996755866,0.8275612043956401,0.04661282734828289,0.09503231292019204,0.15696252963394858,-0.7525465163656119,1.4366302673641589,,0,19,9,0.061552338906391266,0.5206388426939017,1.0478443227136705,2.3508045977011465,0.4668576850625605,5.035377317149938,8.500262334661755,-0.20050251256281404,11.72456428427389,0.7877551020408163,2.4348507364305885,0.1268403564884089,Aggressive
VEDL,2021-04-30,VEDL,EQ,255.05,255.05,266.2,252.55,255.95,257.25,259.67,21911292,568974065280000.0,117226.0,5687812.0,0.2596,Vedanta Ltd.,METALS,14631.1,-0.017710760058812003,23.03,0.008625759654969478,0.12828947368421062,0.13400925721842638,0.5572033898305087,0.43414589686561095,0.36270628688324397,0.10291753306608942,0.15880466314708364,0.033362707003530945,7.732734202711271,62.187499999999986,2.2418227582557244,0.04081632653061223,0.804852599303474,1.0285538404305357,-0.940783113116339,0.9608951969697399,,0,46,9,0.05638462877360207,0.5443407435202561,0.9313673221101972,2.347430058555633,0.4878699431456126,4.811589833594247,5.438727761121736,-0.34262236513040356,6.851362600518477,0.8051020408163265,2.2006543334374475,0.10872259474924416,Aggressive
TATASTEEL,2021-04-30,TATASTEEL,EQ,1031.35,1024.0,1052.6,1011.1,1025.6,1034.0,1031.95,28129738,2902853738550000.0,385840.0,3536863.0,0.1257,Tata Steel Ltd.,METALS,14631.1,-0.017710760058812003,23.03,0.0025694478111213392,0.11711322385479694,0.3483732151007368,0.5860111971776976,0.4405420279719451,0.4590765592418317,0.13616697479060846,0.2944205965601461,0.06836875441133161,60.73485551814247,70.47467233439602,2.157431351719674,0.03723749654600717,0.15759261611881475,0.5076705196613129,0.0,1.2033555467897674,,0,40,9,0.008587652579611398,0.49324636311025266,0.10806124422699082,2.7799305428623606,0.41365081453275976,6.720476414394198,10.968829814431734,-0.216003647554998,12.869831478908454,0.44999999999999996,2.182441869887056,0.10731365306153223,Aggressive
BAJFINANCE,2021-04-30,BAJFINANCE,EQ,5484.85,5350.0,5524.65,5327.7,5449.0,5451.9,5449.83,4124888,2247991949735000.0,233718.0,886610.0,0.2148999999999999,Bajaj Finance Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.006007456904017605,0.16798063327477597,0.051871002594997107,0.11066066371951844,0.5784521913455298,0.44041920973271537,0.11102110561058609,0.04410705472718934,-0.00027455156180988816,-1.3797060128008525,60.225622155514664,1.791640009151815,0.04240526893638653,0.44655997616368953,0.631582890938251,-0.5214819235866693,1.700673068967785,,0,5,6,0.06413779499202349,0.5194736748572494,1.1085039535747518,1.4468829944795987,0.4730346818227732,3.058724973196969,5.288414540050998,-0.22496258553422688,6.431660584997424,0.7459183673469386,1.7906764467093619,0.07700613123770476,Aggressive
ADANIPORTS,2021-04-30,ADANIPORTS,EQ,746.75,739.0,759.45,724.5,726.4,730.05,743.35,12600934,936691138995000.0,132141.0,3514692.0,0.2789,Adani Ports and Special Economic Zone Ltd.,SERVICES,14631.1,-0.017710760058812003,23.03,-0.02236357549380652,0.0064796305231955564,0.038404096436953195,0.3941564021770265,0.6575850303953475,0.5002298332627104,-0.030918871562403583,0.012196829683897237,0.007688957259228468,5.656508010552557,29.467638612767814,-0.6042324901034689,0.05197295684248632,-0.7092453282232271,-0.6788214299828924,-0.4416230066159318,1.109473317359456,,0,0,11,0.024191726696386744,0.5418504210234866,0.3322175789252486,1.6746656896867598,0.3995701705368193,4.191167942884375,6.911153649479099,-0.1427595628415299,11.73067258230344,0.7642857142857142,1.5562525365372668,0.0588707692245411,Aggressive
WIPRO,2021-04-30,WIPRO,EQ,489.85,491.5,511.8,489.3,492.5,492.75,501.42,29115571,1459924663315000.0,252478.0,5182914.0,0.178,Wipro Ltd.,IT,14631.1,-0.017710760058812003,23.03,0.00592017964683067,0.035841917174689986,0.21998019311710837,0.1269296740994854,0.4166233035347734,0.32639657998684185,0.08210491641274809,0.1326023996690111,0.039341634140299675,17.938390547956374,68.06992508027113,1.321402519904773,0.03476117996665942,0.31491803246613626,0.4187618670659829,-0.9486046863347397,0.6573386206263427,,0,47,7,-0.015396973275230498,0.5053554738974929,-0.16989314969390623,1.742070116861433,0.3600344585992027,4.838620513267979,9.725941525899168,-0.12930283224400907,13.472791636721071,0.45510204081632655,1.3395205396959786,0.042104078405046014,Aggressive
ICICIBANK,2021-04-30,ICICIBANK,EQ,621.45,610.1,616.35,598.1,599.7,600.5,607.02,23653258,1435800845135000.0,247055.0,7292392.0,0.3082999999999999,ICICI Bank Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.033711481213291594,0.05360119308711275,0.037939676778152354,0.11606727999256594,0.4279563303178288,0.44208396084772744,0.037433108887286126,0.0040848949180429805,0.007647458511115701,4.486252358938941,56.1754021795537,1.0413368013169044,0.0386582609729987,-0.44862089572561276,-0.3195579088178299,-0.665291789755309,1.690496689041552,,0,21,6,0.05215832573220886,0.4999955126139229,0.8406582143526671,0.6687508684173964,0.4212189173026481,1.5876563016206968,2.3832093245138424,-0.2343811653294754,2.8532619823667007,0.6051020408163266,1.1060011945967423,0.02403869481280671,Aggressive
ULTRACEMCO,2021-04-30,ULTRACEMCO,EQ,6382.45,6380.0,6424.0,6233.55,6253.1,6278.95,6340.57,475175,301287841790000.0,38753.0,192320.0,0.4047,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,14631.1,-0.017710760058812003,23.03,-0.016216343253766197,0.03478139059641716,-0.06774804201774254,0.16961292005066686,0.3721686737419598,0.3723555078115602,-0.038375317643824625,-0.039989297454323114,-0.013527812868850408,-87.49139574785659,31.42274459292652,-0.9226670667154301,0.03820873144167644,-0.534006016936076,-0.6081753283078316,-0.09930787161556398,0.9561666360460086,,0,44,1,0.01399398533857274,0.5290737758485228,0.18147502896221845,0.8500147318797877,0.31290553625096407,2.7165218681143384,4.2618252392996085,-0.12958221265913583,6.55965594688323,0.6693877551020408,1.022670713815634,0.01759213211113112,Aggressive
SBIN,2021-04-30,SBIN,EQ,359.4,353.45,362.5,350.45,352.3,353.5,357.11,53832840,1922407931330000.0,296959.0,13261927.0,0.2464,State Bank of India,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.016416249304396113,0.050676177738148365,-0.010358342665173548,0.2582310019576437,0.4199310951452923,0.47678848652245653,0.014922373511530918,-0.047257124683991236,-0.009404997601981435,-3.3194670794535455,48.928571428571416,0.4249236951750851,0.03862396443726004,0.5406550252585162,0.713828228700127,-0.8987091505608963,1.4847710254205735,,0,36,6,0.03540755994487864,0.5112610561131281,0.5182244440980834,0.9180683667932743,0.4141028888509666,2.2170054629193428,3.604186563256422,-0.21569935512563954,4.25624066543232,0.673469387755102,1.0191699217221037,0.017321305931743605,Aggressive
BAJAJFINSV,2021-04-30,BAJAJFINSV,EQ,11176.55,11000.0,11225.0,10868.7,11021.0,11041.65,11081.78,835355,925722287420000.0,85986.0,129995.0,0.1556,Bajaj Finserv Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.012069914240082968,0.11344556881608203,0.1662749737257656,0.20032286469034344,0.4642871344937596,0.43875369798346586,0.11713832739605046,0.11975228777146518,0.028170975029581102,280.77096722017814,69.90512824193017,2.316081145927026,0.0356028569746628,0.6710886597479065,0.8400253777548006,-0.012069914240082968,1.4565799353739362,,0,4,6,0.020159738108341183,0.49727556188239896,0.2706272196304076,1.271103295075898,0.4277696647749389,2.97146665541293,5.589844214096166,-0.1973023009785776,6.442414958018711,0.5714285714285714,1.007524511977753,0.01642040072394981,Aggressive
MM,2021-04-30,M&M,EQ,774.6,768.4,778.4,750.45,753.05,752.55,762.26,4466148,340437401075000.0,118997.0,2154503.0,0.4824,MM,UNKNOWN,14631.1,-0.017710760058812003,23.03,-0.028466305189775443,-0.03258773621288091,-0.05854756990054433,-0.05286010949594111,0.4418004076279026,0.4198335041645013,-0.046339740279489616,-0.08766778523489926,-0.01688427620278654,-13.448161235618272,41.1323896752706,-1.975058598242946,0.03974107083535028,-0.07940591915934597,-0.15222856287970457,-0.5164492707061621,1.1364844298212842,,0,30,13,0.00923709499574388,0.4991719017959445,0.11665356839614538,1.2400654859354083,0.39661234349821434,3.1266437020031663,5.486817474129797,-0.19054286945282228,6.508065557616912,0.46122448979591835,0.964750272223122,0.01311132562909872,Aggressive
HCLTECH,2021-04-30,HCLTECH,EQ,909.55,905.0,915.0,895.4,900.1,898.95,904.98,10921664,988391121380000.0,465056.0,6189272.0,0.5667,HCL Technologies Ltd.,IT,14631.1,-0.017710760058812003,23.03,-0.011654114672090543,-0.05933134515774596,-0.062177246883313275,-0.051240105540897085,0.2890569255428708,0.2771466838369985,-0.08401730172558719,-0.07046552724287214,-0.018708458147214113,-18.039492862186194,17.681362257989335,-1.7961594757850263,0.03251412362041429,1.0743661123851125,0.9270545807066106,-0.6811272901406452,0.7555039316595369,,0,15,7,0.010515624904107219,0.5099382558767488,0.13374764296459585,0.9081935894714492,0.3295838746154822,2.7555765297407753,5.034206227346415,-0.15361077111383048,5.912304084447626,0.5479591836734694,0.9612109126547984,0.01283751581584553,Aggressive
TECHM,2021-04-30,TECHM,EQ,976.9,973.8,976.9,955.4,958.85,960.4,968.21,3129105,302964310585000.0,70097.0,2104528.0,0.6726000000000001,Tech Mahindra Ltd.,IT,14631.1,-0.017710760058812003,23.03,-0.016890162759750194,0.01073458219322232,-0.03087790110998989,-0.011984980196491968,0.26650919361758163,0.2910876167375784,-0.03233525694148831,-0.027237157028677572,-0.00797137447255114,-7.864539531468267,33.29274232830002,-1.2144815885461984,0.032988486939965506,-0.7129502947228085,-0.7465823971997838,-0.6712816387999931,0.7748562570208636,,0,42,7,0.010976055094405256,0.47748307539360807,0.13996215508892762,0.845503458877783,0.319834530984383,2.643565271940782,3.8948697058978223,-0.1473181143281368,5.7393041088925845,0.40816326530612246,0.9356595354849223,0.010860825492019733,Aggressive
TCS,2021-04-30,TCS,EQ,3115.25,3099.0,3132.05,3020.0,3040.0,3035.65,3063.19,3072305,941105660510000.0,157829.0,1942473.0,0.6323,Tata Consultancy Services Ltd.,IT,14631.1,-0.017710760058812003,23.03,-0.025551721370676517,-0.023749799003055072,-0.010157167079692164,-0.07767447513140702,0.2750166888581419,0.2526563231626383,-0.04486144803868819,-0.02129792920679241,-0.0034226716225457254,-10.739189634272407,25.869453486379953,-1.8150655210782136,0.02569113228280128,-0.0972228915976364,-0.16326609776753093,-0.15762965840663756,0.5814131170802882,,0,41,7,0.01231875654999022,0.5146624781498482,0.1582635885156598,0.6329039025308643,0.2684780679380293,2.3573765536667692,3.897830229429029,-0.12527200193423582,5.052237473327205,0.6163265306122448,0.9277008374087771,0.010245129462299878,Aggressive
BAJAJ-AUTO,2021-04-30,BAJAJ-AUTO,EQ,3836.45,3805.0,3966.35,3800.0,3827.0,3833.75,3869.17,1340273,518574374275000.0,79430.0,229768.0,0.1714,Bajaj Auto Ltd.,AUTOMOBILE,14631.1,-0.017710760058812003,23.03,-0.0007037756259040684,0.043907420013614695,0.06491576505881858,-0.08040393864162432,0.3083456417931148,0.28339066539303465,0.042641203602976185,0.018766022229893098,0.006864121321111583,25.492757378126043,61.75474471212217,1.5651095988195858,0.03134007173133357,2.0869305760953973,2.121891792668068,-0.09526956070278114,0.7882919306621983,,0,3,0,0.022046086047656885,0.555437617216034,0.2991094833597805,0.5560944920241877,0.3039318339521992,1.8296684647770307,2.7076473912724692,-0.1736539664184833,3.2023137938817525,0.7846938775510204,0.8473569381579442,0.004029612890661161,Aggressive
TITAN,2021-04-30,TITAN,EQ,1506.8,1500.0,1516.55,1471.0,1489.85,1491.65,1493.26,3691399,551220057930000.0,111986.0,699586.0,0.1895,Titan Company Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.01005441996283507,0.020664408635259424,-0.009429890095294935,-0.005467213388005376,0.2968687375964886,0.2893414105727547,-0.020265943297394617,0.0023155427616106117,-0.0011896877073830359,-1.7918376337561313,36.78885387294743,-0.9354005276895393,0.029238953986716533,2.536615868653839,2.383126654541253,-0.6836104865736223,0.870584429072233,,0,43,3,0.018979765944594412,0.4748025487873415,0.25310286460538767,0.5990244948276777,0.31217596218311777,1.9188680981026298,3.1753692961044124,-0.15746610999432997,3.804148682210079,0.523469387755102,0.8052687796958745,0.0007736140054933027,Aggressive
