date,source_file_symbol,company,industry,close,ret_1d,volume_z_20,abs_return_z,drawdown,volume_anomaly,volatility_anomaly,drawdown_anomaly
2021-04-16,WIPRO,Wipro Ltd.,IT,469.2,0.08938936614813087,4.123800212736118,5.012231043649574,-0.9510610224825162,True,True,False
2021-04-15,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILE,2412.6,-0.03258014716201851,3.3649449449751896,1.5804910541930055,-0.9265837845897763,True,False,False
2021-04-13,TCS,Tata Consultancy Services Ltd.,IT,3104.05,-0.04389274768600515,3.1947731091026634,3.155857453153162,-0.13864916613480582,True,True,False
2021-04-13,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMA,4777.3,-0.04395681365633031,3.0622444196061123,2.1921342137848896,-0.11805863240289471,True,False,False
2021-04-13,MM,MM,UNKNOWN,811.25,0.07950765136393878,3.4644960626128434,3.257358949385436,-0.47873160701664197,True,True,False
2021-04-12,CIPLA,Cipla Ltd.,PHARMA,902.4,0.021912688975709305,3.9914082851396206,0.7438513846784177,-0.3841324006142297,True,False,False
2021-04-12,INFY,Infosys Ltd.,IT,1425.75,-0.01061725824919324,3.3562488393292873,-0.08816479285133215,-0.9154153738453598,True,False,False
2021-04-12,BAJFINANCE,Bajaj Finance Ltd.,FINANCIAL SERVICES,4511.0,-0.07415389035978903,2.765192474705977,3.2753354930703935,-0.6040655472953402,False,True,False
2021-04-12,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,181.1,-0.12108711477796663,2.4389275605897933,3.906837171876283,-0.8825322695725498,False,True,False
2021-04-12,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMA,4996.95,0.049713253366384436,3.966053229396113,2.7904581936714252,-0.07750886132033674,True,False,False
2021-04-12,TITAN,Titan Company Ltd.,CONSUMER GOODS,1510.45,-0.0512248743718593,-0.18106744351932721,3.0237050095652145,-0.6796228736266068,False,True,False
2021-04-12,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SERVICES,744.65,-0.09585964060223418,0.2196747148505009,3.1575335674239446,-0.43045623159585455,False,True,False
2021-04-12,VEDL,Vedanta Ltd.,METALS,213.2,-0.07845256105467913,-0.6837745607825841,3.865723508043976,-0.9509230698402468,False,True,False
2021-04-09,CIPLA,Cipla Ltd.,PHARMA,883.05,0.04875296912114013,3.4127944965344152,3.1956786344342856,-0.39733833816754827,True,True,False
2021-04-09,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMA,636.75,0.03663003663003672,3.831435144530246,2.181130053656341,-0.7786757038581856,True,False,False
2021-04-08,JSWSTEEL,JSW Steel Ltd.,METALS,614.1,0.09212164325093375,3.5426031863617693,3.726344635352813,-0.6702907304501893,True,True,False
2021-04-07,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SERVICES,814.75,-0.02489378253844765,3.4757224128517326,0.09690895297828565,-0.37684041454740147,True,False,False
2021-04-06,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SERVICES,835.55,0.12569888851465127,3.7585309376600042,4.961443096287034,-0.36093158438181194,True,True,False
2021-04-01,JSWSTEEL,JSW Steel Ltd.,METALS,508.75,0.08602839150389596,3.7142915558027063,4.1514604500961765,-0.7268529703900566,True,True,False
2021-03-30,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,3616.0,0.031786794498658955,0.31325834425905336,3.0825440192877958,-0.47595342130243545,False,True,False
2021-03-30,NESTLEIND,Nestle India Ltd.,CONSUMER GOODS,17165.0,0.03579887459079467,1.2679713526542506,3.5110020401582163,-0.08368788268642535,False,True,False
2021-03-22,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,3564.4,0.02821208100155781,1.2311476073627734,3.2302237316473286,-0.48343151960464625,False,True,False
2021-03-19,HINDUNILVR,Hindustan Unilever Ltd.,CONSUMER GOODS,2312.05,0.04372065727699548,2.975622144908064,4.133932889429668,-0.2639713489852765,False,True,False
2021-03-19,ITC,ITC Ltd.,CONSUMER GOODS,222.95,0.024351022283482626,3.1305106702086194,0.8424745426235345,-0.8850832431317973,True,False,False
2021-03-19,POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,230.2,0.04139334992083232,3.385202142683715,1.54512748268395,-0.0266384778012686,True,False,False
2021-03-19,LT,Larsen & Toubro Ltd.,CONSTRUCTION,1411.25,-0.011798893634899499,3.310523032263574,-0.1557994998608582,-0.6868551268111922,True,False,False
2021-03-19,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,3466.6,0.00783509950140271,3.3875761917428133,0.1155171401094787,-0.49760512452627836,True,False,False
2021-03-17,ITC,ITC Ltd.,CONSUMER GOODS,210.6,0.013230695212893995,3.106819819002307,-0.0052432139254460055,-0.8914488943868872,True,False,False
2021-03-09,BPCL,Bharat Petroleum Corporation Ltd.,ENERGY,445.9,-0.04456824512534818,4.193978195316161,2.054120443623933,-0.6065472513897467,True,False,False
2021-03-05,WIPRO,Wipro Ltd.,IT,420.85,-0.04090701914311756,3.430639377158778,1.870933034723632,-0.9561040735544906,True,False,False
2021-02-26,INFY,Infosys Ltd.,IT,1253.3,-0.01667255109646537,3.4557270284856214,0.4717461417076041,-0.9256462128987476,True,False,False
2021-02-26,BHARTIARTL,Bharti Airtel Ltd.,TELECOM,556.3,-0.03945437278770614,4.133473305432468,2.0122898047424798,-0.5057966508239684,True,False,False
2021-02-26,JSWSTEEL,JSW Steel Ltd.,METALS,395.45,-0.06235921754593954,1.7807314911858083,3.401877676940288,-0.7876835521194062,False,True,False
2021-02-26,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILE,3224.0,-0.061262520382017294,0.9452321758541906,3.554294905464045,-0.20374418059002952,False,True,False
2021-02-26,KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,1780.35,-0.060749142706409964,1.021460224732143,3.964880199111097,-0.11848587626568974,False,True,False
2021-02-25,COALINDIA,Coal India Ltd.,METALS,156.1,0.08102493074792227,3.783329295160915,3.9558671996238424,-0.6479476770410464,True,True,False
2021-02-22,VEDL,Vedanta Ltd.,METALS,204.25,0.07049266247379449,3.6397907725771095,2.1461887535721966,-0.9529832880622439,True,False,False
2021-02-18,GAIL,GAIL (India) Ltd.,ENERGY,143.1,0.0647321428571428,4.013318688439145,2.5150206987568,-0.7367549668874173,True,False,False
2021-02-18,ONGC,Oil & Natural Gas Corporation Ltd.,ENERGY,110.7,0.0826405867970661,3.391360515482905,3.0605710935929524,-0.925414364640884,True,True,False
2021-02-17,NESTLEIND,Nestle India Ltd.,CONSUMER GOODS,16741.2,-0.027649595609054778,4.032008541785228,2.198195696374309,-0.10631142333993493,True,False,False
2021-02-17,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SERVICES,655.75,0.03016259523996556,3.0976912644757264,0.7051419418501521,-0.4984511836016674,True,False,False
2021-02-16,ONGC,Oil & Natural Gas Corporation Ltd.,ENERGY,103.75,0.05383443372270191,3.4119410462583932,1.6693140057230036,-0.9300970219646948,True,False,False
2021-02-16,POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,225.55,0.06166156742763018,2.87883495217567,3.4214091768738846,-0.001770303164416842,False,True,False
2021-02-16,NESTLEIND,Nestle India Ltd.,CONSUMER GOODS,17217.25,-0.015023012211203057,3.386126510939024,0.6167842745239787,-0.0808986424807957,True,False,False
2021-02-12,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SERVICES,616.6,0.04181802821660896,3.067047600790813,1.4289454951497298,-0.5283949673027649,True,False,False
2021-02-11,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILE,2818.15,-0.028659566401268433,3.0690248497425983,1.1560116415456947,-0.9142427640477817,True,False,False
2021-02-11,HINDALCO,Hindalco Industries Ltd.,METALS,295.4,0.05726556907659264,3.4983993502782518,1.883228266501194,-0.7994024174928698,True,False,False
2021-02-11,TITAN,Titan Company Ltd.,CONSUMER GOODS,1524.7,-0.024597767328791265,3.815694441834734,0.8479074781421715,-0.6766003478555975,True,False,False
2021-02-10,TATASTEEL,Tata Steel Ltd.,METALS,690.25,-0.012800343249428026,3.523690924840691,-0.3709030210741541,-0.30200222469410454,True,False,False
2021-02-09,IOC,Indian Oil Corporation Ltd.,ENERGY,97.7,-0.061479346781940336,0.7465401672199979,3.4570488041617633,-0.8770991886282156,False,True,False
2021-02-08,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,3473.7,-0.019185972639871318,3.7259140445513945,1.7792172460356008,-0.4965761613877959,True,False,False
2021-02-05,KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,1982.7,0.037845477386934556,3.52563951399958,2.193952576311021,-0.017468222701256253,True,False,False
2021-02-05,SBIN,State Bank of India,FINANCIAL SERVICES,393.1,0.10701210926499582,3.1449488883116303,3.7902607431003377,-0.8873622831272654,True,True,False
2021-02-05,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,215.3,-0.13690118260172368,3.478642604059983,5.265979952325006,-0.8603489654277745,True,True,False
2021-02-04,ITC,ITC Ltd.,CONSUMER GOODS,229.95,0.0608996539792388,2.9961700005334313,3.4188403489910235,-0.8814751816916654,False,True,False
2021-02-03,POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,206.5,0.06333676622039142,3.0654151918950068,3.92993886657151,-0.08608099136977199,True,True,False
2021-02-02,HDFCBANK,HDFC Bank Ltd.,FINANCIAL SERVICES,1560.55,0.05674623328254613,2.0222657620939266,3.302642170993401,-0.39178813625380005,False,True,False
2021-02-02,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,6123.55,0.06604980719514653,1.9407597115369732,3.3841468389886233,0.0,False,True,False
2021-02-02,LT,Larsen & Toubro Ltd.,CONSTRUCTION,1520.2,0.04924595368740725,3.053355617111522,2.019058463730748,-0.6626800097632414,True,False,False
2021-02-02,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILE,322.0,0.15164520743919874,0.8955256913116827,3.988183415718104,-0.7641284840493718,False,True,False
2021-02-02,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,242.9,0.06910211267605648,1.9166683870235295,3.2160647780778198,-0.8424466498021664,False,True,False
2021-02-02,SHREECEM,Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,26432.55,0.07696303720725561,3.6148644999465813,3.9888709262648048,0.0,True,True,False
2021-02-01,LT,Larsen & Toubro Ltd.,CONSTRUCTION,1448.85,0.08552483704203184,3.2071544523806574,4.315635430757019,-0.6785119932544877,True,True,False
2021-02-01,ITC,ITC Ltd.,CONSUMER GOODS,215.95,0.062484624846248504,1.1308253125226129,3.939398097313535,-0.8886913045719292,False,True,False
2021-02-01,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,9721.8,0.1145338339399844,2.274959310522425,4.219011273086667,-0.017429315006190493,False,True,False
2021-02-01,AXISBANK,Axis Bank Ltd.,FINANCIAL SERVICES,709.35,0.07007090058832399,0.7939767431911574,3.1100213832518477,-0.6494180443324189,False,True,False
2021-02-01,INDUSINDBK,IndusInd Bank Ltd.,FINANCIAL SERVICES,970.6,0.14714572745538357,3.751824278265218,4.889028813224747,-0.5202293566644423,True,True,False
2021-02-01,ICICIBANK,ICICI Bank Ltd.,FINANCIAL SERVICES,603.8,0.1243947858472998,3.823679596865939,5.938019513429803,-0.6634524274009252,True,True,False
2021-02-01,TITAN,Titan Company Ltd.,CONSUMER GOODS,1501.55,0.057206224037175346,0.03230357446205477,3.585885830954229,-0.6815106265642896,False,True,False
2021-02-01,CIPLA,Cipla Ltd.,PHARMA,806.4,-0.02361060661096981,3.1346200697116484,0.910956608762119,-0.44965023033612017,True,False,False
2021-02-01,SHREECEM,Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,24543.6,0.07773340329815337,3.0215190230560505,4.818981811136517,-0.04919150518722848,True,True,False
2021-02-01,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,5744.15,0.07825801304613078,1.0553380143906903,4.726295980066134,0.0,False,True,False
2021-02-01,KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,1801.5,0.051694445255261456,0.16049397864784978,3.825362760822676,-0.10726232067196906,False,True,False
2021-02-01,SBIN,State Bank of India,FINANCIAL SERVICES,310.7,0.10138248847926246,3.313544460772702,4.287967527467355,-0.9109729365750225,True,True,False
2021-02-01,GRASIM,Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,1125.65,0.06630985648652499,-0.27738649203204124,3.6451137660517405,-0.7870547284387356,False,True,False
2021-02-01,HDFCBANK,HDFC Bank Ltd.,FINANCIAL SERVICES,1476.75,0.06202804746494062,0.5914744748431183,4.192590765122023,-0.42444851508301507,False,True,False
2021-02-01,HDFC,Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,2579.25,0.08472117083017916,1.48940313316902,4.6709198259377525,-0.18895335125701618,False,True,False
2021-01-29,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMA,4602.7,-0.05523625764604467,4.0412522428398985,3.6910372775896607,-0.15029168512775082,True,True,False
2021-01-29,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMA,586.2,0.038717108177549475,3.678704269992527,1.8856757320084725,-0.7962460896767466,True,False,False
2021-01-29,IOC,Indian Oil Corporation Ltd.,ENERGY,93.25,0.007019438444924475,3.2629044123184006,-0.5810034985365385,-0.8826970249701239,True,False,False
2021-01-29,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,3501.1,-0.028484217828650737,-0.14132162635519868,3.1517874196550113,-0.49260523321956773,False,True,False
2021-01-28,HINDUNILVR,Hindustan Unilever Ltd.,CONSUMER GOODS,2300.4,-0.03801279638690258,2.741722991892963,3.079753574731009,-0.2676800636689216,False,True,False
2021-01-28,AXISBANK,Axis Bank Ltd.,FINANCIAL SERVICES,670.7,0.061066286979908346,3.543974854692606,2.8551824853109276,-0.6685200286653322,True,False,False
2021-01-27,LT,Larsen & Toubro Ltd.,CONSTRUCTION,1359.85,-0.0010651583045618862,3.410386782614923,-0.8593858214849893,-0.6982603678966872,True,False,False
2021-01-25,GRASIM,Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,1069.75,0.06548804780876494,4.14593147591298,4.1558222796553625,-0.797629632432228,True,True,False
2021-01-25,CIPLA,Cipla Ltd.,PHARMA,836.8,0.03525918594581223,3.8066967027424035,1.8548408126836584,-0.42890291759085486,True,False,False
2021-01-25,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,5368.4,-0.03006432030064332,4.0826015657595764,1.644678842090701,-0.0499668185639075,True,False,False
2021-01-25,JSWSTEEL,JSW Steel Ltd.,METALS,382.45,0.018779968034096983,3.444451823457611,0.27951555104618736,-0.7946632305173016,True,False,False
2021-01-22,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILE,4089.5,0.10428536710501435,4.211618132700765,6.373770152347729,0.0,True,True,False
2021-01-22,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILE,3374.9,0.03929418285960651,3.5540807745955942,2.4508121489466936,-0.16647525901776994,True,False,False
2021-01-21,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,9052.8,0.012815707772774187,3.0805069604175963,-0.1730945963012335,-0.08504434393713522,True,False,False
2021-01-21,BAJFINANCE,Bajaj Finance Ltd.,FINANCIAL SERVICES,5118.3,0.027368801372956497,3.2259841921813672,0.5890180450855274,-0.5507622901178763,True,False,False
2021-01-19,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,8924.15,0.06817202499221975,3.5321117790369074,2.7225555223184013,-0.0980468453899993,True,False,False
2021-01-19,GRASIM,Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,1031.9,0.03272618094475588,3.2539988714781343,1.9271420636171182,-0.8047899207355139,True,False,False
2021-01-18,HDFCBANK,HDFC Bank Ltd.,FINANCIAL SERVICES,1483.1,0.011216036545869779,3.4964970340104875,-0.21272354115588768,-0.4219736534414219,True,False,False
2021-01-18,UPL,UPL Ltd.,FERTILISERS & PESTICIDES,561.3,0.07415558319778004,3.219344204368178,2.7440669599020944,-0.4574190430159498,True,False,False
2021-01-15,HCLTECH,HCL Technologies Ltd.,IT,989.8,-0.036878466478544425,3.163962912637479,1.7219955850777773,-0.6489012645655605,True,False,False
2021-01-13,BPCL,Bharat Petroleum Corporation Ltd.,ENERGY,411.9,0.023226928331884222,3.263422940046373,0.5856043845707783,-0.6365481337686403,True,False,False
2021-01-13,MM,MM,UNKNOWN,828.35,0.06219144707315505,3.3768038247756405,2.564510119863602,-0.46774400822463535,True,False,False
2021-01-13,SBIN,State Bank of India,FINANCIAL SERVICES,306.8,0.04888888888888898,3.1758317813591694,1.9153224973014906,-0.9120904310950013,True,False,False
2021-01-13,BHARTIARTL,Bharti Airtel Ltd.,TELECOM,578.25,0.022094564737074718,3.807320899165142,0.45890905755571265,-0.4862968062896993,True,False,False
2021-01-12,ASIANPAINT,Asian Paints Ltd.,CONSUMER GOODS,2720.55,-0.04518653704418629,3.615772209996933,2.6715642941582174,-0.4781320135811705,True,False,False
2021-01-12,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILE,237.8,0.0777249036936325,3.8450457906066005,2.372396767938918,-0.8258066879097535,True,False,False
2021-01-12,GAIL,GAIL (India) Ltd.,ENERGY,141.4,0.04200442151805461,3.0569522095363904,1.292428778493323,-0.7398822663723326,True,False,False
2021-01-11,INFY,Infosys Ltd.,IT,1376.2,0.048852983766481284,2.6461609155655803,3.1932209177641506,-0.9183549973599748,False,True,False
2021-01-11,TCS,Tata Consultancy Services Ltd.,IT,3176.45,0.017799352750808906,3.0415832916873216,0.7894274682297908,-0.1185587035546799,True,False,False
2021-01-11,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILE,220.65,0.11355034065102187,3.3425717255997847,4.100905159980059,-0.83836940995495,True,True,False
2021-01-11,HCLTECH,HCL Technologies Ltd.,IT,1055.1,0.06077514703664599,2.2858895571333173,3.4109374210462886,-0.6257382544383946,False,True,False
2021-01-08,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILE,8014.9,0.059324218053013134,3.7986153604315485,3.6803426912720933,-0.18485219858733082,True,True,False
2021-01-08,WIPRO,Wipro Ltd.,IT,430.2,0.05765212046711743,2.377577889664247,3.9588242902619313,-0.9551288403068595,False,True,False
2021-01-08,TECHM,Tech Mahindra Ltd.,IT,1051.1,0.05664739884393044,2.892757099247766,3.0956608979178055,-0.6402375370081974,False,True,False
2021-01-07,BHARTIARTL,Bharti Airtel Ltd.,TELECOM,545.25,0.037978298115362685,3.124994611065251,1.676145394218509,-0.5156132012614933,True,False,False
2021-01-06,POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,196.15,0.04335106382978737,3.1774528102593007,2.834712149920438,-0.13188758574905945,True,False,False
2021-01-06,BHARTIARTL,Bharti Airtel Ltd.,TELECOM,525.3,0.02198443579766529,3.1164123999776407,0.5304272449965417,-0.5333362945853508,True,False,False
2021-01-05,AXISBANK,Axis Bank Ltd.,FINANCIAL SERVICES,664.45,0.06363054266047707,3.3164315083059916,3.092847782639688,-0.6716089653297748,True,True,False
2021-01-04,TATASTEEL,Tata Steel Ltd.,METALS,693.0,0.07759290934535845,3.270790280542042,3.2460559449863537,-0.2992213570634038,True,True,False
2021-01-04,TCS,Tata Consultancy Services Ltd.,IT,3039.45,0.03797489968411161,1.897219017032735,3.386732407246322,-0.15657518661375813,False,True,False
2020-12-24,VEDL,Vedanta Ltd.,METALS,162.85,0.08241940844134277,4.094263014482706,1.6942850953222404,-0.9625132360388564,True,False,False
2020-12-23,WIPRO,Wipro Ltd.,IT,385.55,0.05862163646348173,3.8773630524020235,2.7234612453748777,-0.9597859702006268,True,False,False
2020-12-21,BPCL,Bharat Petroleum Corporation Ltd.,ENERGY,367.35,-0.06728449917481272,1.0070699140453807,3.017582735362975,-0.6758581134739257,False,True,False
2020-12-21,GAIL,GAIL (India) Ltd.,ENERGY,114.7,-0.08276689324270292,-0.22739813099931627,3.648537344224848,-0.7889992641648271,False,True,False
2020-12-21,HINDALCO,Hindalco Industries Ltd.,METALS,232.3,-0.07042817126850742,-0.4251230844145191,3.027826243169997,-0.8422517995382317,False,True,False
2020-12-21,ONGC,Oil & Natural Gas Corporation Ltd.,ENERGY,89.85,-0.09242424242424252,0.3337976472577308,3.8967978454406946,-0.9394623366123164,False,True,False
2020-12-21,NTPC,NTPC Ltd.,ENERGY,97.5,-0.06024096385542166,-0.24488195670956062,3.3569555235208224,-0.6574740909889337,False,True,False
2020-12-21,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILE,164.55,-0.08861811132650232,1.099850913146037,3.392500771875017,-0.8794637951873421,False,True,False
2020-12-21,IOC,Indian Oil Corporation Ltd.,ENERGY,87.1,-0.07291112293773294,1.8271348024321572,4.905190783059456,-0.8904333605887162,False,True,False
2020-12-21,COALINDIA,Coal India Ltd.,METALS,132.95,-0.06175017642907554,0.12793340600106629,3.697292546346576,-0.7001578709968426,False,True,False
2020-12-21,ITC,ITC Ltd.,CONSUMER GOODS,202.95,-0.05384615384615388,0.7101876357229917,3.9420682923444663,-0.8953919901036029,False,True,False
2020-12-14,CIPLA,Cipla Ltd.,PHARMA,789.3,0.04425481246279017,3.363452845109724,1.7638049376986136,-0.46132059375533185,True,False,False
2020-12-11,ONGC,Oil & Natural Gas Corporation Ltd.,ENERGY,96.8,0.056192034915439004,3.4264116951297754,2.360456720875916,-0.9347796792885056,True,False,False
2020-12-11,NTPC,NTPC Ltd.,ENERGY,102.4,0.05404014410705105,0.41832452500088435,3.147581281569181,-0.6402599683822237,False,True,False
2020-12-10,UPL,UPL Ltd.,FERTILISERS & PESTICIDES,438.45,-0.1099269183922047,4.118916673923454,4.535292716070509,-0.5761720637989367,True,True,False
2020-12-03,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILE,7739.1,0.07390550197738155,3.410372594909156,4.649462969211302,-0.21290217595817928,True,True,False
2020-12-02,IOC,Indian Oil Corporation Ltd.,ENERGY,88.4,0.02970297029702973,3.1919122701330256,1.467657279214878,-0.8887980376124285,True,False,False
2020-12-01,GAIL,GAIL (India) Ltd.,ENERGY,110.7,0.07842182172430578,3.516327990334863,3.9580989446081287,-0.7963576158940397,True,True,False
2020-12-01,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMA,539.35,0.05413857128896726,1.328536185601305,3.2348902745360055,-0.8125304136253041,False,True,False
2020-11-27,HINDUNILVR,Hindustan Unilever Ltd.,CONSUMER GOODS,2138.2,-0.007427351220870904,3.0861229113409157,-0.21641832358523105,-0.3193155590927179,True,False,False
2020-11-27,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILE,3173.55,0.014172951553112823,3.519479181252355,0.32744469671987875,-0.07014459631696912,True,False,False
2020-11-27,KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,1907.1,0.009528346831824575,4.207561489202458,-0.41311204278112,-0.009247233622525886,True,False,False
2020-11-27,INFY,Infosys Ltd.,IT,1100.0,-0.011857707509881465,3.1380392789183893,-0.19940945857846087,-0.9347409512396253,True,False,False
2020-11-27,NTPC,NTPC Ltd.,ENERGY,94.7,0.006376195536663243,3.750694103923232,-0.774987777705182,-0.6673107324784824,True,False,False
2020-11-27,NESTLEIND,Nestle India Ltd.,CONSUMER GOODS,17888.95,0.008285447766451792,4.047844845744411,-0.37143250102031444,-0.0034455288900772096,True,False,False
2020-11-27,ASIANPAINT,Asian Paints Ltd.,CONSUMER GOODS,2215.3,0.027838351969563302,3.9243882936355785,1.4587765259436607,-0.5750513130383073,True,False,False
2020-11-27,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,192.75,0.015810276679841806,3.234658532101771,-0.3570926058124195,-0.8749756762015957,True,False,False
2020-11-27,TECHM,Tech Mahindra Ltd.,IT,876.85,0.02310250277113357,3.6567336962941206,0.5559042395906275,-0.6998784933171325,True,False,False
2020-11-20,TITAN,Titan Company Ltd.,CONSUMER GOODS,1365.15,0.056249758211149414,3.2209225313928593,3.282048884848015,-0.7104420311373181,True,True,False
2020-11-20,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,8542.6,0.09192934018457466,2.72354210332767,3.718626809202571,-0.1366096470172069,False,True,False
2020-11-19,POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,189.8,0.02373247033441217,3.3738274421825345,0.9658436618681675,-0.15999114848417784,True,False,False
2020-11-19,COALINDIA,Coal India Ltd.,METALS,122.05,-0.048343079922027354,1.792266961368023,3.0000152670356024,-0.7247406405051872,False,True,False
2020-11-18,LT,Larsen & Toubro Ltd.,CONSTRUCTION,1148.15,0.06221667129244146,2.0094473682063727,3.3167941132023535,-0.7452348725231321,False,True,False
