date,symbol,Series,Prev Close,open,high,low,Last,close,vwap,volume,turnover,trades,deliverable_volume,deliverable_pct,source_file_symbol,company,industry,nifty_close,nifty_ret_1d,vix_close,ret_1d,ret_5d,ret_21d,ret_63d,vol_20d,vol_60d,sma20_gap,sma50_gap,ema12_26_gap,macd,rsi_14,bollinger_z,atr_14,volume_z_20,turnover_z_20,drawdown,beta_252,target_return_21d,target_up_21d,symbol_code,industry_code,forecast_return_21d,forecast_up_probability,forecast_annualized,annual_return,volatility,sharpe,sortino,max_drawdown,calmar,quality_score
2021-04-30,SHREECEM,EQ,28444.35,28340.0,28432.35,27808.15,27900.0,27910.5,28113.3,32147,90375838600000.0,12546.0,11805.0,0.3671999999999999,SHREECEM,Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,14631.1,-0.017710760058812003,23.03,-0.01876822637887665,-0.006966409666160245,-0.007316066893819251,0.20015996112772583,0.3613985700740459,0.4020584876932842,-0.0571184759577964,-0.01807936457398651,-0.002181575427090743,-62.93300268126404,24.62460179804161,-1.4484998917832053,0.03536840973827054,-1.1102400456670598,-1.0962943642460474,-0.12089452340643336,1.025854268532038,,0,37,1,0.01888852325422152,0.5393074581938405,0.25175704572240476,0.4794152412553818,0.33472489731988175,1.432266452522729,2.5822221787530424,-0.20635926814546368,2.323206733401669,0.6530612244897959
2021-04-30,INDUSINDBK,EQ,939.45,928.0,948.5,915.1,934.95,934.95,936.92,7301455,684089998525000.0,117673.0,962818.0,0.1319,INDUSINDBK,IndusInd Bank Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.004790036723614888,0.0999411764705882,-0.018682760430333234,0.10104221868927765,0.5300649483282538,0.5150347839102205,0.04082535742017357,-0.044104415962571863,-0.020112895667208308,-18.440346067425708,50.008099789405485,0.7617280309764186,0.04007089760338598,-0.05298534293844214,0.08827493166152113,-0.5378512641803217,1.6661075236095686,,0,22,6,0.04004188827642981,0.5075037160973074,0.6018062109357625,0.9975429975429972,0.5470083178600201,1.8236340563257565,2.9287334366255426,-0.28178730630439397,3.540056543446373,0.6173469387755102
2021-04-30,POWERGRID,EQ,220.15,217.75,222.3,216.65,220.35,220.05,220.24,9504624,209332798050000.0,56225.0,4634594.0,0.4876,POWERGRID,Power Grid Corporation of India Ltd.,ENERGY,14631.1,-0.017710760058812003,23.03,-0.0004542357483533488,0.04215013023916647,0.025396085740913454,0.15694006309148278,0.3429904274251274,0.3880752557624188,0.04137335399831987,0.008353686757367473,0.0022773669886564374,0.4870962890665851,61.47455867082037,1.3987162562088484,0.029051838867789788,-0.19545105737041382,-0.08804128115728432,-0.06955602536997885,0.7589134785002046,,0,34,4,0.02047683056964555,0.5098668608688511,0.27537466218673634,0.39980916030534486,0.31567816102137947,1.266508772769579,2.1847240271206205,-0.1763617133791645,2.2669838744749833,0.6173469387755102
2021-04-30,TCS,EQ,3115.25,3099.0,3132.05,3020.0,3040.0,3035.65,3063.19,3072305,941105660510000.0,157829.0,1942473.0,0.6323,TCS,Tata Consultancy Services Ltd.,IT,14631.1,-0.017710760058812003,23.03,-0.025551721370676517,-0.023749799003055072,-0.010157167079692164,-0.07767447513140702,0.2750166888581419,0.2526563231626383,-0.04486144803868819,-0.02129792920679241,-0.0034226716225457254,-10.739189634272407,25.869453486379953,-1.8150655210782136,0.02569113228280128,-0.0972228915976364,-0.16326609776753093,-0.15762965840663756,0.5814131170802882,,0,41,7,0.01231875654999022,0.5146624781498482,0.1582635885156598,0.6329039025308643,0.2684780679380293,2.3573765536667692,3.897830229429029,-0.12527200193423582,5.052237473327205,0.6163265306122448
2021-04-30,ICICIBANK,EQ,621.45,610.1,616.35,598.1,599.7,600.5,607.02,23653258,1435800845135000.0,247055.0,7292392.0,0.3082999999999999,ICICIBANK,ICICI Bank Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.033711481213291594,0.05360119308711275,0.037939676778152354,0.11606727999256594,0.4279563303178288,0.44208396084772744,0.037433108887286126,0.0040848949180429805,0.007647458511115701,4.486252358938941,56.1754021795537,1.0413368013169044,0.0386582609729987,-0.44862089572561276,-0.3195579088178299,-0.665291789755309,1.690496689041552,,0,21,6,0.05215832573220886,0.4999955126139229,0.8406582143526671,0.6687508684173964,0.4212189173026481,1.5876563016206968,2.3832093245138424,-0.2343811653294754,2.8532619823667007,0.6051020408163266
2021-04-30,ASIANPAINT,EQ,2613.45,2595.0,2605.8,2524.05,2529.0,2536.4,2558.66,1384907,354351186245000.0,91934.0,750496.0,0.5418999999999999,ASIANPAINT,Asian Paints Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.029482102202069926,0.007327389344506496,0.012474302935951975,0.008930169653334596,0.29133111026289393,0.30432604490414245,-0.01684492263623083,0.02293951130077132,0.008811497880070851,22.44864145441261,38.72940712242281,-0.9463145522448886,0.027358798747380987,-0.2037647435092001,-0.22170927231574478,-0.5134564846252709,0.6600695614386639,,0,1,3,0.015153652455056118,0.5205071138856369,0.1977919176819447,0.39026529269896715,0.29705875097752427,1.3137646725259913,2.238350794271928,-0.20078615800372068,1.94368624101934,0.5979591836734693
2021-04-30,HEROMOTOCO,EQ,2860.1,2834.8,2860.0,2805.0,2818.0,2819.15,2833.08,670258,189889696575000.0,50970.0,302022.0,0.4506,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILE,14631.1,-0.017710760058812003,23.03,-0.014317681199958021,-0.015677100609277073,-0.040387364694669525,-0.18872213988690478,0.3043232731330451,0.31584167686649156,-0.02003792414822747,-0.10029472636085546,-0.0235579829057303,-69.32687960313933,41.12659982065704,-1.1996866355339828,0.032574408192945686,-0.8458481479130655,-0.8740155178033906,-0.30373306659751287,0.881514372384665,,0,18,0,0.015769439177846768,0.5239377351275127,0.20653995444692508,0.45085173176881943,0.3479964016672048,1.2955643495416858,1.9549635108083934,-0.22278180803571435,2.0237367482740916,0.5795918367346939
2021-04-30,BAJAJFINSV,EQ,11176.55,11000.0,11225.0,10868.7,11021.0,11041.65,11081.78,835355,925722287420000.0,85986.0,129995.0,0.1556,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.012069914240082968,0.11344556881608203,0.1662749737257656,0.20032286469034344,0.4642871344937596,0.43875369798346586,0.11713832739605046,0.11975228777146518,0.028170975029581102,280.77096722017814,69.90512824193017,2.316081145927026,0.0356028569746628,0.6710886597479065,0.8400253777548006,-0.012069914240082968,1.4565799353739362,,0,4,6,0.020159738108341183,0.49727556188239896,0.2706272196304076,1.271103295075898,0.4277696647749389,2.97146665541293,5.589844214096166,-0.1973023009785776,6.442414958018711,0.5714285714285714
2021-04-30,ONGC,EQ,104.05,104.15,112.7,103.3,108.2,108.15,109.79,81358264,893263183745000.1,248419.0,15306987.0,0.1881,ONGC,Oil & Natural Gas Corporation Ltd.,ENERGY,14631.1,-0.017710760058812003,23.03,0.03940413262854414,0.05615234375,0.05615234375,0.1839080459770117,0.3674966422412227,0.448910914125983,0.04394411062043013,0.005120865435552346,-0.004192173739889227,-0.4390330490081169,58.63377609108162,2.2548798414201983,0.034046628360081904,3.8663246822503283,3.9190634785449205,-0.9271324619323541,1.0082113845594498,,0,33,4,0.028581198252945136,0.4978516705987489,0.40237117824409907,0.5628612716762984,0.40884355657282745,1.3767155251131755,2.385591702470389,-0.29191863661352446,1.9281443562696514,0.55
2021-04-30,HCLTECH,EQ,909.55,905.0,915.0,895.4,900.1,898.95,904.98,10921664,988391121380000.0,465056.0,6189272.0,0.5667,HCLTECH,HCL Technologies Ltd.,IT,14631.1,-0.017710760058812003,23.03,-0.011654114672090543,-0.05933134515774596,-0.062177246883313275,-0.051240105540897085,0.2890569255428708,0.2771466838369985,-0.08401730172558719,-0.07046552724287214,-0.018708458147214113,-18.039492862186194,17.681362257989335,-1.7961594757850263,0.03251412362041429,1.0743661123851125,0.9270545807066106,-0.6811272901406452,0.7555039316595369,,0,15,7,0.010515624904107219,0.5099382558767488,0.13374764296459585,0.9081935894714492,0.3295838746154822,2.7555765297407753,5.034206227346415,-0.15361077111383048,5.912304084447626,0.5479591836734694
2021-04-30,AXISBANK,EQ,719.4,705.0,729.85,705.0,711.65,714.9,719.36,23011654,1655364697405000.0,232879.0,6786072.0,0.2949,AXISBANK,Axis Bank Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.006255212677231059,0.06486929321516333,0.02391864795187626,0.08581409477521262,0.3786460893621185,0.3968468565679446,0.04987994448809352,-0.0001440553396280242,-0.0010338330976656929,-0.7162708674622991,59.34343434343432,1.4183630792872306,0.03595407949163721,0.3219112900834948,0.40892359392822647,-0.6466750685743939,1.5544953056080903,,0,2,6,0.0285775075676834,0.5065393071354933,0.4023107967184638,0.5696563837962485,0.4548060812876957,1.252525872528741,2.11342318588041,-0.24263879523488419,2.347754748966661,0.539795918367347
2021-04-30,CIPLA,EQ,906.5,900.75,921.0,900.75,910.0,910.35,911.47,6459737,588782439460000.0,121466.0,2004555.0,0.3103,CIPLA,Cipla Ltd.,PHARMA,14631.1,-0.017710760058812003,23.03,0.004247104247104172,-0.02698802907225306,0.1560734014858085,0.08789435946462731,0.2818998858121412,0.27219645809773724,0.021978114501738588,0.08866454279318092,0.030046594379150804,26.465806964294984,66.88905361996544,0.42686364369999397,0.03619879324278731,-0.35377753189963795,-0.3456471025108135,-0.37870670534038553,0.232364873051584,,0,9,10,0.008495997712236757,0.5231354463157794,0.10685351425450973,0.5207985299031084,0.31375519983291283,1.6598881235448986,2.9957207281793563,-0.1253764188093579,4.1538794523634675,0.5316326530612245
2021-04-30,TITAN,EQ,1506.8,1500.0,1516.55,1471.0,1489.85,1491.65,1493.26,3691399,551220057930000.0,111986.0,699586.0,0.1895,TITAN,Titan Company Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.01005441996283507,0.020664408635259424,-0.009429890095294935,-0.005467213388005376,0.2968687375964886,0.2893414105727547,-0.020265943297394617,0.0023155427616106117,-0.0011896877073830359,-1.7918376337561313,36.78885387294743,-0.9354005276895393,0.029238953986716533,2.536615868653839,2.383126654541253,-0.6836104865736223,0.870584429072233,,0,43,3,0.018979765944594412,0.4748025487873415,0.25310286460538767,0.5990244948276777,0.31217596218311777,1.9188680981026298,3.1753692961044124,-0.15746610999432997,3.804148682210079,0.523469387755102
2021-04-30,KOTAKBANK,EQ,1805.0,1780.0,1802.0,1739.45,1743.75,1748.8,1775.65,2621783,465536404165000.0,105233.0,1075787.0,0.4103,KOTAKBANK,Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,14631.1,-0.017710760058812003,23.03,-0.031135734072022192,0.008418867489332182,-0.012563168741706932,-0.025412394115024606,0.3200593774993706,0.33582224425601637,-0.00803053959043254,-0.04790266917176578,-0.009601372623421534,-17.110694681494806,45.5031980159248,-0.4441359325278434,0.0336067180760685,-1.102462696801161,-1.0672706849089622,-0.1341073948456416,1.1566977282357052,,0,27,6,0.018991821124231395,0.5026926818647517,0.2532807762416691,0.3182075151697872,0.34611981559663296,0.9193565373345319,1.6218819169099943,-0.17945033893309748,1.7732344060292973,0.510204081632653
2021-04-30,ITC,EQ,204.3,203.9,205.7,202.0,202.4,202.6,203.73,16495657,336064882550000.0,124300.0,8268973.0,0.5013000000000001,ITC,ITC Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.008321096426823327,-0.013391770148526883,-0.039355144618302584,-0.025024061597690217,0.22212526861771348,0.2985122488725037,-0.02970510410555438,-0.0389951665156697,-0.011839209407404572,-2.467929436429074,28.7425149700598,-1.2318076875957868,0.018562262022281728,-0.5187523220422713,-0.5616185640456859,-0.8955723931756095,0.5960934836426104,,0,25,3,0.016599941659582135,0.49872873486558456,0.21843107095563363,0.1290052939537476,0.29007978204747614,0.44472349311346987,0.7186489987583954,-0.21055167429535016,0.6127013446247223,0.5010204081632653
2021-04-30,M&M,EQ,774.6,768.4,778.4,750.45,753.05,752.55,762.26,4466148,340437401075000.0,118997.0,2154503.0,0.4824,MM,MM,UNKNOWN,14631.1,-0.017710760058812003,23.03,-0.028466305189775443,-0.03258773621288091,-0.05854756990054433,-0.05286010949594111,0.4418004076279026,0.4198335041645013,-0.046339740279489616,-0.08766778523489926,-0.01688427620278654,-13.448161235618272,41.1323896752706,-1.975058598242946,0.03974107083535028,-0.07940591915934597,-0.15222856287970457,-0.5164492707061621,1.1364844298212842,,0,30,13,0.00923709499574388,0.4991719017959445,0.11665356839614538,1.2400654859354083,0.39661234349821434,3.1266437020031663,5.486817474129797,-0.19054286945282228,6.508065557616912,0.46122448979591835
2021-04-30,WIPRO,EQ,489.85,491.5,511.8,489.3,492.5,492.75,501.42,29115571,1459924663315000.0,252478.0,5182914.0,0.178,WIPRO,Wipro Ltd.,IT,14631.1,-0.017710760058812003,23.03,0.00592017964683067,0.035841917174689986,0.21998019311710837,0.1269296740994854,0.4166233035347734,0.32639657998684185,0.08210491641274809,0.1326023996690111,0.039341634140299675,17.938390547956374,68.06992508027113,1.321402519904773,0.03476117996665942,0.31491803246613626,0.4187618670659829,-0.9486046863347397,0.6573386206263427,,0,47,7,-0.015396973275230498,0.5053554738974929,-0.16989314969390623,1.742070116861433,0.3600344585992027,4.838620513267979,9.725941525899168,-0.12930283224400907,13.472791636721071,0.45510204081632655
2021-04-30,TATASTEEL,EQ,1031.35,1024.0,1052.6,1011.1,1025.6,1034.0,1031.95,28129738,2902853738550000.0,385840.0,3536863.0,0.1257,TATASTEEL,Tata Steel Ltd.,METALS,14631.1,-0.017710760058812003,23.03,0.0025694478111213392,0.11711322385479694,0.3483732151007368,0.5860111971776976,0.4405420279719451,0.4590765592418317,0.13616697479060846,0.2944205965601461,0.06836875441133161,60.73485551814247,70.47467233439602,2.157431351719674,0.03723749654600717,0.15759261611881475,0.5076705196613129,0.0,1.2033555467897674,,0,40,9,0.008587652579611398,0.49324636311025266,0.10806124422699082,2.7799305428623606,0.41365081453275976,6.720476414394198,10.968829814431734,-0.216003647554998,12.869831478908454,0.44999999999999996
2021-04-30,LT,EQ,1358.65,1350.0,1365.0,1336.1,1340.05,1340.45,1349.74,1968093,265641930620000.0,63130.0,953902.0,0.4847,LT,Larsen & Toubro Ltd.,CONSTRUCTION,14631.1,-0.017710760058812003,23.03,-0.013395650093843137,0.013266308866883403,-0.04137166559393546,-0.015316241827664667,0.3017007085437455,0.3422830942687623,-0.023050811634182322,-0.06336579008968402,-0.015477099612668188,-21.34991013367494,37.136319058515845,-0.8525065881980934,0.027168381620244805,-0.6344827044765183,-0.6840273837128442,-0.7025650697849868,1.0812458763473882,,0,28,2,0.012815233526673228,0.4878742835878357,0.1650986476859393,0.5638453012891576,0.319324694600587,1.7657428655632732,3.1396288076259964,-0.1634268569057422,3.4501385632984425,0.44795918367346943
2021-04-30,RELIANCE,EQ,2024.05,2008.5,2036.0,1987.55,1995.9,1994.5,2010.2,9150974,1839532117510000.0,288687.0,3902504.0,0.4265,RELIANCE,Reliance Industries Ltd.,ENERGY,14631.1,-0.017710760058812003,23.03,-0.014599441713396333,0.047338987055950854,-7.520116311132696e-05,0.02756311179804216,0.22641258823157004,0.27761718194357937,0.015855391495235516,-0.021805713792465875,-0.00718683060553249,-14.259896843362185,48.34123222748816,0.7100328223414587,0.02082512624001719,0.8129978817459391,0.9395406015145913,-0.3807535277954577,0.860812874712786,,0,35,4,0.016745825712098844,0.48165621302350586,0.22053089425471506,0.3965619857858078,0.3177025793528613,1.2482177091340518,1.8605623620130594,-0.2076100750682922,1.9101288107302157,0.446938775510204
2021-04-30,GAIL,EQ,134.8,133.45,141.45,132.3,137.25,137.2,138.26,21349478,295176065650000.0,70416.0,5417740.0,0.2537999999999999,GAIL,GAIL (India) Ltd.,ENERGY,14631.1,-0.017710760058812003,23.03,0.01780415430267035,0.06027820710973719,0.04097116843702553,0.03196690485144793,0.3749463642794682,0.38146447434130215,0.011389185802218593,-0.01307034391477302,-0.00821490491379162,-1.1145090048597126,47.96380090497734,0.46064131749380005,0.035271761765930866,0.782125725095471,0.8123319804696406,-0.7476085356880059,0.9997368091065886,,0,13,4,0.014795970109465597,0.4850177485023372,0.19273731635358615,0.6227084565345968,0.3809818400520496,1.6344833035861306,2.7387905395702594,-0.2202747513026999,2.8269624768699684,0.42857142857142855
2021-04-30,BRITANNIA,EQ,3468.9,3460.0,3468.35,3437.0,3444.8,3449.0,3450.52,436187,150507126350000.0,34606.0,208365.0,0.4777,BRITANNIA,Britannia Industries Ltd.,CONSUMER GOODS,14631.1,-0.017710760058812003,23.03,-0.005736688863904993,-0.05514615237103804,-0.015864863322490375,-0.04553693736076714,0.22230078755369814,0.2079218997098457,-0.06018597363670419,-0.024591934967516438,-0.005131915504861584,-18.480566918002296,16.33867276887878,-1.8554933459324952,0.024156070082425533,-0.6140756936160426,-0.7188646014325583,-0.5001557937146294,0.31018037082822064,,0,8,3,0.012959913102863437,0.4935271755737914,0.16709741476389883,0.07985409915621755,0.21862718643635215,0.3652523753237115,0.5177420423091542,-0.16357199352189988,0.4881893130777688,0.4122448979591836
2021-04-30,DRREDDY,EQ,5102.3,5140.0,5211.0,5125.15,5169.0,5163.1,5170.81,1306950,675798491585000.0,80394.0,398563.0,0.305,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMA,14631.1,-0.017710760058812003,23.03,0.011916194657311419,0.01902619061716715,0.171833862914208,0.015878325200692656,0.3128764702281324,0.3008106362738939,0.05628338861341198,0.11425524173237744,0.03133903561868445,152.36401977957485,69.36241473675611,1.2335011111067666,0.03372420223730479,-0.2505925626298882,-0.190075583933578,-0.04683577019642593,0.24389844437353786,,0,11,10,-0.16609256210622808,0.5228500790512626,-0.886912612932454,0.30719665801632967,0.2980055041950488,1.030842228388054,1.8165150940150387,-0.22228068232166565,1.382021392087419,0.4102040816326531
2021-04-30,TECHM,EQ,976.9,973.8,976.9,955.4,958.85,960.4,968.21,3129105,302964310585000.0,70097.0,2104528.0,0.6726000000000001,TECHM,Tech Mahindra Ltd.,IT,14631.1,-0.017710760058812003,23.03,-0.016890162759750194,0.01073458219322232,-0.03087790110998989,-0.011984980196491968,0.26650919361758163,0.2910876167375784,-0.03233525694148831,-0.027237157028677572,-0.00797137447255114,-7.864539531468267,33.29274232830002,-1.2144815885461984,0.032988486939965506,-0.7129502947228085,-0.7465823971997838,-0.6712816387999931,0.7748562570208636,,0,42,7,0.010976055094405256,0.47748307539360807,0.13996215508892762,0.845503458877783,0.319834530984383,2.643565271940782,3.8948697058978223,-0.1473181143281368,5.7393041088925845,0.40816326530612246
2021-04-30,SUNPHARMA,EQ,644.5,642.0,666.6,640.1,653.75,654.45,655.94,10874266,713285177650000.0,145185.0,2412903.0,0.2219,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMA,14631.1,-0.017710760058812003,23.03,0.015438324282389448,0.025864095932283115,0.11452656675749329,0.11604706684856758,0.22466607084479445,0.2505504845791639,0.037504409136126515,0.06468647508980174,0.01724906017848271,10.83083836103367,68.83786316776013,1.5728977879428307,0.028748240070724584,0.6585247275469582,0.7380098874895064,-0.7725234619395203,0.5510807510133519,,0,38,10,0.0029549903794433654,0.502172380711942,0.03604190900620119,0.3808418609557973,0.2949026095814993,1.2914157032935576,2.155668252930431,-0.1788573999100309,2.1293044690763083,0.40102040816326534
